Age,Gender,Income,EmploymentType,Education,HousingType,FamilyStatus,EmploymentYears,CreditScore,LoanAmount,PaymentHistory,Dependents,Approved
22,Female,1703839,Government,High School,Rented,Married,5,481,681,Poor,5,0
29,Male,1118001,Government,Post Graduate,Rented,Single,0,461,901703,Good,5,0
24,Male,870055,Working,Graduate,Owned,Divorced,11,655,836708,Good,5,0
58,Female,1123070,Government,High School,Rented,Married,2,804,104745,Good,5,1
33,Male,1172440,Working,Graduate,With Parents,Divorced,23,328,957827,Good,0,0
24,Male,1023489,Government,Post Graduate,With Parents,Single,19,312,213137,Good,4,0
28,Male,781821,Government,High School,Owned,Single,27,346,531085,Good,2,0
25,Male,1338252,Government,Post Graduate,With Parents,Single,14,644,923271,Good,1,0
55,Female,925841,Business,Graduate,With Parents,Divorced,21,450,47924,Good,0,0
23,Male,1054709,Student,Post Graduate,With Parents,Single,1,707,598939,Good,4,1
24,Male,1346587,Student,Post Graduate,Rented,Married,16,345,816100,Good,1,0
51,Female,1656237,Business,Post Graduate,Owned,Divorced,12,883,889484,Good,4,1
44,Male,243015,Working,Graduate,Rented,Married,24,460,350407,Good,1,0
31,Female,1937369,Working,High School,Rented,Single,24,620,267495,Good,3,0
32,Female,421811,Student,Post Graduate,Rented,Single,3,491,693624,Poor,5,0
30,Male,1855233,Business,Graduate,Rented,Single,4,315,773040,Good,4,0
23,Female,1959364,Working,Graduate,Owned,Single,34,869,957899,Good,2,1
36,Male,517648,Working,High School,Rented,Married,28,525,833175,Good,0,0
39,Female,1157430,Government,Post Graduate,With Parents,Divorced,28,631,898849,Good,1,0
26,Male,1444490,Student,Graduate,Owned,Married,2,536,999556,Poor,3,0
32,Male,1655874,Business,Graduate,Rented,Married,33,491,81513,Good,3,0
22,Male,202301,Student,High School,Owned,Married,10,531,748362,Good,0,0
32,Male,1104814,Business,High School,With Parents,Divorced,10,369,369698,Poor,4,0
28,Female,1715799,Working,Post Graduate,Rented,Divorced,6,744,111585,Good,4,1
48,Male,1323088,Government,Graduate,With Parents,Divorced,5,620,596613,Good,5,0
51,Male,1676348,Working,Graduate,With Parents,Divorced,2,351,786864,Poor,2,0
36,Female,1321930,Business,High School,With Parents,Married,9,820,952751,Good,1,1
53,Female,895622,Government,High School,With Parents,Single,32,441,176288,Good,3,0
31,Male,313192,Business,Post Graduate,Owned,Divorced,18,849,133652,Good,1,0
29,Male,324066,Government,High School,Rented,Married,31,585,686642,Good,1,0
54,Male,338493,Student,Graduate,With Parents,Divorced,12,310,705824,Good,5,0
21,Male,275740,Business,High School,Rented,Divorced,9,524,893780,Good,5,0
49,Female,953245,Business,Post Graduate,Owned,Single,23,498,43441,Poor,1,0
53,Male,1076459,Government,High School,Rented,Married,25,501,3026,Good,0,0
43,Male,1936812,Student,Graduate,Rented,Married,25,898,100614,Good,1,1
29,Male,1634005,Working,Post Graduate,Owned,Divorced,5,725,715795,Poor,5,0
25,Female,826079,Student,Post Graduate,Owned,Single,33,523,125128,Poor,0,0
37,Male,1966109,Government,High School,With Parents,Married,25,466,158162,Good,1,0
28,Female,1220994,Working,Post Graduate,Owned,Married,25,870,927778,Good,3,1
46,Female,1779455,Working,Graduate,Owned,Divorced,25,456,88198,Good,3,0
44,Female,326761,Government,Post Graduate,Rented,Married,19,337,462396,Poor,3,0
33,Female,1468062,Business,Post Graduate,Owned,Divorced,26,652,8950,Good,4,1
45,Male,1151300,Business,High School,Owned,Married,8,744,924911,Poor,0,0
39,Male,736297,Business,Graduate,With Parents,Single,21,868,729207,Good,5,0
30,Male,1624339,Working,Post Graduate,With Parents,Married,6,717,154684,Good,5,1
40,Male,1579957,Student,Graduate,Owned,Single,35,646,844101,Good,1,0
39,Female,591452,Government,Post Graduate,Owned,Married,34,541,235838,Good,1,0
23,Male,362630,Working,Post Graduate,Rented,Divorced,33,811,425373,Good,5,0
38,Female,1179169,Student,Post Graduate,With Parents,Divorced,17,811,346895,Good,3,1
58,Female,1713610,Government,High School,Rented,Single,27,679,591729,Good,2,1
46,Female,1727006,Student,High School,Rented,Single,17,429,82919,Good,2,0
44,Male,1322996,Working,Post Graduate,Rented,Divorced,19,820,91790,Poor,1,0
46,Male,877582,Government,Post Graduate,Rented,Married,19,757,190551,Good,1,1
21,Female,779199,Business,High School,Rented,Divorced,7,572,190413,Good,2,0
24,Female,1564543,Business,High School,Owned,Married,7,608,814483,Good,2,0
34,Male,1149601,Student,High School,With Parents,Married,14,406,951541,Good,0,0
22,Male,1239521,Government,High School,Owned,Single,5,677,765344,Good,0,1
56,Female,867598,Business,High School,Rented,Divorced,17,480,453976,Poor,4,0
50,Female,760063,Student,High School,Owned,Married,12,467,911939,Good,5,0
22,Female,1870659,Government,Post Graduate,Owned,Single,28,773,474969,Good,3,1
46,Female,1052990,Business,High School,Rented,Single,7,585,955280,Good,0,0
43,Male,1906392,Student,Post Graduate,Owned,Single,23,633,680606,Good,0,0
23,Male,518731,Student,Post Graduate,Owned,Divorced,8,367,324207,Good,3,0
33,Male,1092175,Working,Post Graduate,Rented,Single,7,522,800130,Good,5,0
26,Female,544936,Working,High School,Owned,Single,24,654,368117,Good,4,1
46,Male,1711723,Working,Post Graduate,With Parents,Single,31,552,360678,Good,2,0
60,Female,1934862,Business,High School,Owned,Single,9,753,237858,Good,1,1
54,Male,202986,Government,Graduate,Rented,Divorced,14,662,236455,Good,3,0
48,Male,1263834,Government,High School,Rented,Married,5,350,578003,Poor,0,0
53,Male,1015980,Student,High School,With Parents,Single,12,690,40448,Good,3,1
28,Male,1031365,Working,Graduate,With Parents,Divorced,14,871,710694,Good,1,1
26,Female,1597165,Student,Post Graduate,Rented,Divorced,16,712,501718,Good,3,1
37,Male,504398,Business,High School,With Parents,Single,9,465,964315,Good,0,0
27,Female,732165,Business,Graduate,With Parents,Divorced,9,488,187315,Good,2,0
46,Male,990682,Business,Post Graduate,Rented,Single,23,350,943947,Good,5,0
51,Male,339815,Working,Post Graduate,Owned,Married,25,803,289175,Good,1,0
21,Female,1602999,Government,High School,With Parents,Married,7,875,339695,Good,5,1
25,Male,1824807,Student,High School,Rented,Divorced,3,820,822655,Good,3,1
35,Female,1577516,Government,Graduate,Owned,Married,17,787,47220,Good,2,1
57,Male,1876216,Business,Post Graduate,With Parents,Single,23,388,448915,Poor,2,0
25,Male,1387462,Government,Graduate,Rented,Married,1,883,978683,Good,4,1
45,Male,1439279,Government,Graduate,With Parents,Married,22,489,63122,Good,0,0
29,Male,731881,Business,Graduate,Owned,Divorced,0,372,653000,Poor,3,0
27,Male,1728748,Working,High School,Rented,Single,12,885,255486,Good,3,1
60,Female,1170472,Student,Graduate,Owned,Divorced,33,785,226093,Good,3,1
52,Female,685122,Working,Post Graduate,Owned,Single,28,698,707736,Good,3,0
42,Female,1560523,Student,Graduate,Owned,Divorced,13,885,943832,Poor,5,0
40,Male,441776,Working,Post Graduate,Rented,Married,19,492,32377,Poor,5,0
58,Female,581029,Business,High School,Owned,Single,10,423,614563,Good,0,0
43,Female,1893563,Student,Graduate,Rented,Divorced,29,590,503251,Good,0,0
21,Male,1082617,Student,Graduate,Rented,Married,34,745,520525,Good,4,1
49,Female,849088,Working,Graduate,Owned,Married,22,736,724174,Poor,2,0
42,Male,248346,Student,High School,Rented,Married,14,781,208855,Good,5,0
45,Female,1384987,Student,Post Graduate,Owned,Married,28,380,115248,Poor,4,0
43,Male,1393929,Student,High School,Rented,Single,3,679,622397,Good,0,1
32,Female,933509,Working,High School,With Parents,Single,29,723,707181,Good,2,1
36,Male,1989553,Government,Post Graduate,Rented,Divorced,35,883,800536,Good,3,1
43,Female,1068110,Student,High School,Rented,Married,16,599,781534,Good,5,0
37,Male,1860330,Government,Post Graduate,Owned,Married,15,548,874285,Good,2,0
38,Female,797874,Business,Post Graduate,Rented,Married,16,317,551366,Good,5,0
56,Male,506402,Business,High School,With Parents,Married,32,730,134536,Good,3,1
34,Female,409209,Business,High School,Owned,Single,28,432,64176,Good,0,0
51,Male,1204389,Government,Graduate,With Parents,Married,12,593,660914,Good,3,0
44,Female,1191151,Business,High School,Owned,Single,0,343,316430,Good,3,0
40,Female,334402,Business,Post Graduate,With Parents,Single,3,328,148305,Poor,2,0
27,Male,1833230,Working,High School,With Parents,Married,21,702,906304,Good,5,1
59,Female,599118,Government,Post Graduate,Rented,Divorced,30,302,582355,Poor,0,0
57,Male,344251,Government,Post Graduate,Rented,Divorced,19,493,271974,Good,3,0
45,Male,377507,Working,High School,With Parents,Divorced,23,349,928008,Good,1,0
33,Female,530451,Business,High School,Owned,Single,19,768,306975,Good,3,1
34,Male,239251,Government,High School,With Parents,Married,26,816,777468,Good,5,0
46,Male,268512,Government,Post Graduate,With Parents,Single,17,690,789853,Good,0,0
30,Male,1556088,Student,Graduate,Rented,Single,29,569,197471,Poor,2,0
34,Female,322568,Business,High School,With Parents,Married,3,467,169855,Poor,4,0
38,Female,1019658,Government,High School,Rented,Married,10,503,210807,Good,1,0
60,Male,219543,Business,High School,Owned,Married,25,887,113043,Good,0,0
35,Male,660240,Business,Graduate,Rented,Married,28,369,769721,Good,5,0
48,Female,965880,Working,Graduate,Rented,Single,30,655,787379,Poor,1,0
24,Male,782995,Government,High School,Owned,Single,11,536,770405,Good,2,0
52,Male,692805,Working,High School,Rented,Divorced,8,347,133227,Good,3,0
25,Male,390561,Student,Post Graduate,Owned,Single,8,599,54650,Poor,0,0
49,Female,1943415,Government,Post Graduate,With Parents,Married,6,787,673388,Good,3,1
41,Female,1068053,Working,Post Graduate,With Parents,Single,16,351,405083,Good,4,0
35,Female,523142,Student,Post Graduate,Owned,Married,32,365,188616,Good,4,0
23,Female,1007985,Student,Post Graduate,Rented,Divorced,16,819,759910,Good,1,1
52,Male,1515335,Business,Graduate,With Parents,Single,11,402,136305,Good,0,0
28,Female,1276914,Working,High School,With Parents,Married,35,725,846559,Poor,4,0
24,Male,1152976,Working,Graduate,Rented,Divorced,2,530,627325,Good,0,0
58,Female,1656356,Government,High School,With Parents,Married,7,805,106979,Good,1,1
52,Female,1769588,Government,High School,Owned,Divorced,29,486,171494,Good,2,0
30,Male,436950,Student,High School,Rented,Divorced,20,566,619816,Poor,3,0
33,Male,1751971,Working,Post Graduate,With Parents,Single,12,596,308729,Good,0,0
40,Female,1266558,Government,High School,Rented,Married,1,470,10825,Poor,4,0
45,Female,349676,Government,High School,With Parents,Married,31,563,654221,Good,1,0
46,Female,1530980,Business,High School,With Parents,Divorced,20,724,244497,Good,3,1
52,Female,868795,Business,High School,Rented,Divorced,9,317,438683,Good,3,0
43,Male,497292,Business,High School,With Parents,Married,10,454,621311,Good,0,0
41,Female,657947,Working,High School,With Parents,Married,20,895,421761,Good,1,1
50,Male,1554241,Student,High School,With Parents,Divorced,18,484,44821,Good,0,0
42,Female,1507579,Working,Post Graduate,With Parents,Divorced,21,399,203981,Good,0,0
35,Male,291455,Government,Post Graduate,With Parents,Single,10,365,858702,Good,1,0
30,Male,1938194,Business,High School,Rented,Divorced,18,823,694939,Poor,0,0
44,Male,1113184,Student,Post Graduate,Rented,Married,19,308,109032,Good,0,0
54,Female,749755,Working,Graduate,Rented,Married,8,300,44648,Good,1,0
57,Female,1127453,Student,High School,Rented,Divorced,20,697,668787,Good,3,1
40,Male,1449469,Student,Post Graduate,Owned,Single,18,484,117223,Good,5,0
48,Male,575486,Working,High School,Owned,Single,19,365,47680,Good,4,0
37,Male,1868992,Working,Graduate,With Parents,Married,32,881,810009,Poor,0,0
26,Female,1489742,Student,High School,Rented,Divorced,17,889,724203,Good,5,1
31,Male,432560,Working,High School,Owned,Married,27,719,21953,Good,5,1
31,Male,330837,Working,Graduate,Owned,Divorced,10,852,353014,Good,3,0
33,Male,208071,Government,Post Graduate,Owned,Married,11,576,256137,Poor,1,0
56,Male,945072,Business,Graduate,With Parents,Single,3,361,473014,Good,5,0
48,Male,1925190,Student,Graduate,Owned,Single,11,869,932745,Good,4,1
60,Female,1611750,Business,High School,Rented,Married,5,817,352554,Good,5,1
55,Female,571265,Student,Graduate,Owned,Single,27,865,319504,Poor,0,0
21,Male,598190,Business,Post Graduate,With Parents,Single,12,531,751720,Good,0,0
55,Male,932593,Business,Graduate,With Parents,Divorced,4,841,500035,Good,5,1
22,Female,1211411,Student,Graduate,Owned,Divorced,2,732,792217,Good,2,1
58,Male,213157,Working,Post Graduate,Rented,Single,4,430,489778,Good,3,0
28,Female,1255219,Working,Graduate,With Parents,Married,34,552,567298,Good,2,0
52,Male,1740199,Working,Post Graduate,With Parents,Single,25,685,386546,Good,3,1
55,Female,1801635,Business,Post Graduate,Rented,Divorced,6,441,339395,Good,2,0
60,Male,920221,Government,High School,With Parents,Married,27,309,801108,Good,2,0
29,Male,1133341,Government,Post Graduate,Rented,Single,26,733,618938,Poor,2,0
25,Female,1403963,Student,Graduate,Owned,Divorced,0,866,819825,Good,2,1
52,Female,1372622,Government,Post Graduate,With Parents,Divorced,18,715,289196,Good,4,1
33,Female,436023,Student,Graduate,Owned,Married,29,831,989566,Good,1,0
46,Male,998638,Government,Post Graduate,With Parents,Single,16,596,331388,Good,4,0
31,Female,220788,Government,High School,Owned,Single,10,708,146319,Poor,0,0
46,Female,807918,Working,High School,With Parents,Single,17,847,874055,Good,4,0
27,Male,201142,Business,Post Graduate,Owned,Married,30,612,699145,Poor,4,0
36,Female,749268,Working,Post Graduate,Rented,Married,15,314,156633,Poor,3,0
44,Male,299076,Working,High School,Owned,Divorced,22,699,796678,Good,0,0
58,Female,1552766,Business,High School,Rented,Married,18,399,585061,Good,4,0
33,Female,1335319,Government,Graduate,Rented,Divorced,3,814,798144,Good,5,1
22,Male,1313209,Student,High School,Rented,Divorced,2,331,118487,Good,1,0
48,Female,1642698,Working,High School,Owned,Married,18,610,995826,Poor,1,0
59,Male,1025008,Student,Graduate,With Parents,Married,27,872,946221,Poor,2,0
31,Female,280990,Student,High School,Owned,Single,20,652,640975,Good,3,0
29,Female,1092275,Business,High School,Owned,Single,0,639,247371,Good,5,0
39,Female,1863310,Working,Graduate,Rented,Married,30,698,318320,Good,5,1
41,Female,1452603,Business,Post Graduate,Rented,Married,10,398,889300,Poor,1,0
55,Male,855443,Working,Graduate,Owned,Single,18,641,764049,Good,0,0
31,Male,206971,Business,Graduate,Owned,Divorced,11,393,975719,Poor,5,0
51,Male,1833263,Business,Post Graduate,Rented,Married,10,735,809921,Good,5,1
55,Male,1494960,Government,Post Graduate,Rented,Divorced,20,867,340497,Good,4,1
40,Male,1628722,Government,High School,With Parents,Married,6,715,121274,Poor,2,0
52,Female,1489638,Working,Graduate,Owned,Single,21,353,554794,Poor,0,0
44,Female,1456794,Working,Graduate,Rented,Married,19,575,494525,Good,2,0
34,Female,1819792,Business,Graduate,Rented,Divorced,18,414,873743,Good,3,0
28,Female,1417566,Government,Post Graduate,With Parents,Married,12,566,303442,Poor,4,0
34,Male,899127,Business,Graduate,With Parents,Divorced,1,527,204719,Good,1,0
47,Male,1851539,Working,Post Graduate,Owned,Single,33,486,447871,Poor,4,0
51,Male,1903065,Working,Graduate,Owned,Married,34,786,205834,Good,4,1
48,Male,862636,Working,Graduate,Owned,Single,28,613,428441,Good,5,0
34,Female,1728694,Business,Graduate,With Parents,Single,6,824,591947,Poor,2,0
48,Female,594246,Government,Graduate,Rented,Married,5,790,464197,Good,1,1
58,Female,1434908,Working,Graduate,Owned,Single,25,439,616206,Good,2,0
45,Female,749439,Government,High School,With Parents,Divorced,1,337,117614,Good,4,0
56,Female,1205984,Business,Post Graduate,Owned,Divorced,14,648,171678,Good,0,0
55,Female,1591609,Government,Graduate,Owned,Divorced,18,699,290387,Good,4,1
54,Female,1498668,Student,Post Graduate,Rented,Married,10,874,955083,Poor,3,0
42,Female,1781742,Business,Post Graduate,With Parents,Single,3,483,150427,Good,5,0
58,Female,1733286,Working,High School,Rented,Divorced,34,492,670352,Good,3,0
26,Female,230175,Government,Post Graduate,With Parents,Married,16,636,850274,Good,2,0
34,Female,1240899,Business,Post Graduate,Rented,Divorced,6,384,191076,Good,5,0
22,Male,1307638,Government,Graduate,With Parents,Single,5,891,257699,Good,3,1
55,Male,776931,Government,Post Graduate,Owned,Single,10,407,466925,Good,0,0
44,Female,509973,Student,Graduate,With Parents,Single,14,682,93774,Good,5,1
41,Male,1782393,Student,Post Graduate,Owned,Divorced,20,499,132683,Good,0,0
28,Male,1407274,Business,Post Graduate,Owned,Single,15,845,131753,Poor,3,0
40,Male,1555427,Government,Graduate,Owned,Single,27,343,601848,Good,4,0
41,Male,1994292,Working,High School,Rented,Married,3,438,313877,Good,3,0
34,Female,346127,Government,Post Graduate,With Parents,Married,13,688,794323,Good,3,0
26,Male,1647469,Government,Post Graduate,With Parents,Divorced,25,881,257263,Good,1,1
60,Male,1677054,Working,Post Graduate,Rented,Divorced,20,740,94736,Good,2,1
49,Male,380246,Government,Graduate,Rented,Single,31,881,194969,Good,0,1
27,Female,808545,Business,Graduate,With Parents,Divorced,2,437,879041,Good,1,0
51,Female,581075,Student,High School,Owned,Divorced,26,687,429768,Good,1,1
39,Male,1293119,Working,Graduate,Rented,Married,4,722,80261,Good,0,1
60,Female,878071,Business,Graduate,With Parents,Divorced,19,719,868467,Good,2,0
28,Male,596171,Working,High School,Rented,Single,0,570,149642,Good,1,0
48,Male,1997710,Working,Graduate,With Parents,Married,17,764,121696,Good,4,1
35,Female,1865656,Business,High School,With Parents,Married,2,728,519356,Good,5,1
59,Male,1394679,Business,High School,With Parents,Divorced,17,821,476414,Good,2,1
43,Male,1994488,Business,Graduate,With Parents,Divorced,29,439,886946,Good,3,0
38,Male,244612,Student,Post Graduate,With Parents,Single,6,692,879905,Poor,2,0
